,Source,Link,Headline,Description,Date,Timestamp,Topic,Author,Region,Article_Content
2,CNN,https://www.cnn.com/2024/10/09/Tv/video/nadia-calvino-emphasizes-europes-commitment-to-ukraine-amidst-the-war-with-russia-1,Nadia Calviño Emphasizes Europe's Commitment to Ukraine Amidst the War with Russia,“We are mobilizing a package of 450 million euros to provide the necessary support.” European Investment Bank President Nadia Calviño emphasizes Europe’s commitment to Ukraine amidst the war with Russia.,"Oct 9, 2024",2024-10-13 13:35:14.878622,Ukraine War,Richard Quest,Ukraine,
8,CNN,https://www.cnn.com/2024/10/02/world/video/vuhledar-ukraine-russia-advance-digvid,Video shows soldiers raising Russian flag over key Ukrainian town,"After two years of fighting, and taking in heavy losses, Russia has taken a key town in Ukraine’s East. Vuhledar is built around a coal mine and sits on the intersection of Ukraine’s eastern and southern fronts. CNN’s Frederik Pleitgen explains the ...","Oct 2, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
10,CNN,https://www.cnn.com/2024/09/30/Tv/video/croatian-prime-minister-provides-one-reason-he-believes-the-european-political-landscape-is-changing,Croatian Prime Minister Provides One Reason He Believes the European Political Landscape Is Changing,“Migration has altered not only the security of our citizens but has impacted the way of life in many western countries.” Croatian Prime Minister Andrej Plenković provides one reason he believes the European political landscape is changing.,"Sep 30, 2024",2024-10-13 13:35:14.878622,Ukraine War,Richard Quest,Ukraine,
11,CNN,https://www.cnn.com/2024/09/30/Tv/video/qmb-alex-stubb,Finnish President Expresses Support for Ukraine Launching Long Range Missiles into Russia,“You can’t fight the war with one hand behind your back…so release the missiles long range.” Finnish President Alexander Stubb expresses support for Ukraine launching long range missiles into Russia.,"Sep 30, 2024",2024-10-13 13:35:14.878622,Ukraine War,Richard Quest,Ukraine,
12,CNN,https://www.cnn.com/2024/09/27/politics/video/ukraine-zelensky-trump-meeting-election-bolton-src-digvid,Bolton cracks smile reacting to Trump saying Putin wants war to end,"Former President Donald Trump announced that, if elected, he’s ready to work out a peace deal between Russia and Ukraine, emphasizing a good relationship with Vladimir Putin while standing next to Zelensky. Former Trump national security ...","Sep 28, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
17,CNN,https://www.cnn.com/2024/09/25/Tv/video/amanpour-baerbock,"‘The Russian president doesn't know any limits any more,’ says German FM",Christiane Amanpour speaks with German Foreign Minister Annalena Baerbock about the war in Ukraine and violence in the Middle East.,"Sep 25, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
18,CNN,https://www.cnn.com/2024/09/25/Tv/video/amanpour-greece-kyriakos-mitsotakis-israel-parthenon,Greek Prime Minister: We are friends with Israel and need to tell them hard truths,"Kyriakos Mitsotakis, Prime Minister of Greece, speaks with Christiane Amanpour about migration, the Middle East, and the possible return of the Parthenon sculptures.","Sep 25, 2024",2024-10-13 13:35:14.878622,Ukraine War,Ben Kirby,Ukraine,
19,CNN,https://www.cnn.com/2024/09/25/Tv/video/amanpour-radek-sikorski-ukraine-unga,"The time of Russian colonialism is over, says Poland's foreign minister",Polish Foreign Minister Radek Sikorski joins Christiane Amanpour at the UN General Assembly to discuss the war in Ukraine and why he believes Kyiv should be permitted to strike military targets deeper inside Russia.,"Sep 25, 2024",2024-10-13 13:35:14.878622,Ukraine War,Ben Kirby,Ukraine,
21,CNN,https://www.cnn.com/2024/09/25/world/video/ukraine-volodymyr-zelensky-un-nuclear-power-plants-digvid,Zelensky warns Russia could cause a 'nuclear disaster',"During a speech to world leaders at the United Nations, Ukrainian President Volodymyr Zelensky warned that Russia is planning to attack Ukraine’s power plants, which he says could affect all of Europe.","Sep 25, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
23,CNN,https://www.cnn.com/subscription/video/ukraine-dancing-in-defiance-trailer,Ukraine: Dancing in Defiance (Trailer),CNN’s Christiane Amanpour follows the story of Ukrainian ballet dancers who faced the difficult decision to either leave their homes and show the world the face of Ukrainian culture or stay behind to continue performing in a war zone.,"Sep 30, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
32,CNN,https://www.cnn.com/2024/09/18/world/video/ukraine-drone-russian-ammunition-depot-digvid,Video shows explosions after drone attack on Russian ammunition depot,"A Ukrainian drone attack launched overnight destroyed an ammunition depot in the western Russian region of Tver, a source from Ukraine’s Security Service (SBU) told CNN on Wednesday, causing a massive blast.","Sep 18, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
35,CNN,https://www.cnn.com/2024/09/17/Tv/video/amanpour-bianna-golodryga-sudan-kholood-khair,"'Things will get infinitely worse' in Sudan, warns analyst",Bianna Golodryga speaks with Sudanese political analyst Kholood Khair about the ongoing war inside the country and the dire humanitarian situation.,"Sep 17, 2024",2024-10-13 13:35:14.878622,Ukraine War,Ben Kirby,Ukraine,
40,CNN,https://www.cnn.com/2024/09/15/world/video/gps0915-fighting-on-ukraines-eastern-front,On GPS: Fighting on Ukraine’s eastern front,"Yegor Firsov, chief sergeant in the Ukrainian army, tells Fareed about the alarming situation on Ukraine’s eastern front line and his motivations to keep fighting on.","Sep 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Fareed Zakaria,Ukraine,
41,CNN,https://www.cnn.com/2024/09/15/world/video/gps0915-ukrainian-teen-on-war-and-loss,On GPS: ‘Heartbroken’: A Ukrainian teen’s personal tragedy,"On a trip to Kyiv, Fareed visits with Masha, a Ukrainian teenager who shares her devastating experience of loss.","Sep 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Fareed Zakaria,Ukraine,
42,CNN,https://www.cnn.com/2024/09/15/world/video/gps0915-the-impact-of-the-ukraine-war,On GPS: The impact of the war in Ukraine,"In an exclusive interview, Ukrainian President Volodymyr Zelensky tells Fareed how the war has changed him, his country and the world.","Sep 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Fareed Zakaria,Ukraine,
43,CNN,https://www.cnn.com/2024/09/15/world/video/gps0915-what-ukraine-wants-in-peace-negotiations,On GPS: Ukraine’s negotiating stance,"In an exclusive interview, Ukrainian President Volodymyr Zelensky tells Fareed what Ukraine wants in peace negotiations and explains why Ukraine needs to demonstrate strength in order to get Russian President Vladimir Putin to engage ...","Sep 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Fareed Zakaria,Ukraine,
44,CNN,https://www.cnn.com/2024/09/15/world/video/gps0915-zelensky-on-what-ukraine-needs-to-win,On GPS: What Ukraine needs to win,"In an exclusive interview, Ukrainian President Volodymyr Zelensky tells Fareed that Ukraine needs more military supplies and more latitude to strike at Russia.","Sep 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Fareed Zakaria,Ukraine,
45,CNN,https://www.cnn.com/2024/09/15/world/video/fareeds-take-ukraine-war-gps-digvid,Fareed: What Ukraine fears most,CNN’s Fareed Zakaria explains what Ukrainians told him was their greatest fear during his latest visit to Kyiv.,"Sep 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Fareed Zakaria,Ukraine,
46,CNN,https://www.cnn.com/2024/09/15/world/video/volodymyr-zelensky-vladimir-putin-ukraine-russia-war-gps-digvid,Zelensky says Putin is afraid of the Russian people. Here's why,"CNN’s Fareed Zakaria sits down with Ukrainian President Volodymyr Zelensky, who explains what he thinks is going on in Russian President Vladimir Putin’s mind and why he says Putin is most afraid of the Russian people.","Sep 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Fareed Zakaria,Ukraine,
49,CNN,https://www.cnn.com/2024/09/13/politics/video/zelensky-trump-ukraine-war-zakaria-gps-intv-sot-digvid,Zelensky reveals details of phone call with Trump from two months ago,CNN’s Fareed Zakaria sat down for an exclusive interview with Ukrainian President Volodymyr Zelensky to discuss who he will share his peace plan with and details of a phone call two months ago with former President Donald Trump. Watch the ...,"Sep 13, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
50,CNN,https://www.cnn.com/2024/09/13/world/video/putin-warns-nato-russia-ukraine-war-missiles-digvid,See Putin's warning as Biden holds key meeting about Ukraine,President Vladimir Putin warned that allowing Ukraine to use Western long-range missiles would mean that NATO and Russia are at war. Tensions are rising as President Biden and U.K. Prime Minister Keir Starmer meet today to talk about ...,"Sep 13, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
51,CNN,https://www.cnn.com/2024/09/13/world/video/ukraine-missiles-russian-targets-ldn-digvid,Map shows how Russia could be impacted by Western long-range missiles,"As President Biden signals an openness to allowing Ukraine to use Western long-range missiles on targets inside of Russia, CNN looks at what this might mean for Ukraine.","Sep 13, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
56,CNN,https://www.cnn.com/2024/09/12/world/video/hospital-trains-ukraine-russia-war-digvid,See inside one of Ukraine’s lifesaving hospital trains,"CNN gained exclusive access to a medical evacuation train used by the Ukrainian army to transport the injured from near the frontlines to hospitals around the country. It comes equipped with ventilators, life support machines, ultrasound ...","Sep 12, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
61,CNN,https://www.cnn.com/2024/09/10/world/video/moscow-drone-attack-ukraine-ldn-digvid,See the moment Ukrainian drones hit Moscow region,"Russia’s defense ministry said they destroyed over 140 drones after Ukraine launched an attack on parts of Russia, including the Moscow region on September 10. According to officials, at least one person has been killed. ","Sep 10, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
62,CNN,https://www.cnn.com/2024/09/09/world/video/ukrainian-prisoners-forces-russia-war-pleitgen-dnt-digvid,See how Ukraine is using prisoners in the war,CNN’s Frederik Pleitgen speaks with Ukrainian convicts recruited to fight in the war against Russia.,"Sep 10, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
63,CNN,https://www.cnn.com/2024/09/09/Tv/video/amanpour-archive-ukraine-amputee-soldiers,The cost of war: Ukraine’s amputee soldiers,"From her archive, Christiane revisits a rare look at doctors and frontline patients in a Dnipro hospital in eastern Ukraine, and shares an emotional update on the condition of one terribly wounded soldier she met there.","Sep 9, 2024",2024-10-13 13:35:14.878622,Ukraine War,Ben Kirby,Ukraine,
64,CNN,https://www.cnn.com/2024/09/09/Tv/video/amanpour-golodryga-coons-ukraine,"'Give Ukraine everything they need to defend themselves,' says Sen. Chris Coons",The leading Democratic Senator and close Biden advisor talks to Bianna Golodryga about concern in Ukraine over the outcome of the U.S. election,"Sep 9, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
67,CNN,https://www.cnn.com/2024/09/07/world/video/ukraine-dragon-drones-pleitgen-nr-digvid,Ukraine testing new weapon that can ‘rain molten metal’ on Russian units,CNN’s Frederik Pleitgen reports that Ukraine is testing the use of so-called “Dragon Drones” that would drop thermite on Russian units.,"Sep 8, 2024",2024-10-13 13:35:14.878622,Ukraine War,Frederik Pleitgen,Ukraine,
70,CNN,https://www.cnn.com/2024/09/06/Tv/video/amanpour-ukraine-army-chief-oleksandr-syrskyi-exclusive,World exclusive: Ukraine's top general speaks to Amanpour in first TV interview,"General Oleksandr Syrskyi, the Commander-in-Chief of Ukraine’s Armed Forces, talks to Christiane Amanpour in his first television interview since taking up his post about troop morale, and the strategy behind Kyiv’s surprise push into Russia.","Sep 6, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
72,CNN,https://www.cnn.com/2024/09/05/world/video/ukrainian-soldiers-executed-russia-ebof-digvid,Horrific video appears to show execution of Ukrainian soldiers by Russian troops,"CNN has obtained exclusive video that appears to show Ukrainian troops trying to surrender to Russian forces, only to be gunned down in cold blood. CNN’s Nick Paton Walsh reports.","Sep 6, 2024",2024-10-13 13:35:14.878622,Ukraine War,Nick Paton Walsh,Ukraine,
73,CNN,https://www.cnn.com/2024/09/05/world/video/ukraine-russia-war-syrskyi-amanpour-ldn-digvid,‘The frontline is my life’: Ukraine’s Army Chief on fighting Russia,"In his first-ever television interview, Commander-in-Chief of the Ukrainian Armed Forces, Oleksandr Syrskyi, speaks to CNN’s Christiane Amanpour about Ukraine’s incursion into Russia, morale within the Ukrainian Army and what it’s like ...","Sep 5, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
76,CNN,https://www.cnn.com/2024/09/05/Tv/video/amanpour-schmale,"‘Whenever Ukrainians have an opportunity they start rebuilding,’ says UN Ukraine coordinator","Bianna Golodryga speaks with Matthias Schmale, the UN Resident and Humanitarian Coordinator in Ukraine, about the humanitarian needs of the Ukrainian people on the frontline.","Sep 5, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
77,CNN,https://www.cnn.com/2024/09/04/world/video/ukraine-drone-training-school-pleitgen-ebof-digvid,Go inside Ukrainian drone training facility known as the 'kill house',CNN’s Fred Pleitgen goes inside a facility where Ukrainians are training to pilot drones used in the war against Russia.,"Sep 5, 2024",2024-10-13 13:35:14.878622,Ukraine War,Frederik Pleitgen,Ukraine,
78,CNN,https://www.cnn.com/2024/09/04/politics/video/russia-2024-election-interference-merrick-garland-doj-digvid,Merrick Garland shares details of Russian election interference accusations,"The Biden administration announced a sweeping set of actions to tackle a major Russian government-backed effort to influence the 2024 US presidential election, including unveiling criminal charges against two Russian nationals, sanctions on ...","Sep 4, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
80,CNN,https://www.cnn.com/2024/09/04/politics/video/biden-administration-russia-election-influence-sot-digvid,US to accuse Russia of trying to influence 2024 election,"The Biden administration plans to accuse Russia of a sustained effort to influence the 2024 US elections by using Kremlin-run media and other online platforms to target US voters with disinformation, six sources familiar with the matter told ...","Sep 4, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
81,CNN,https://www.cnn.com/2024/09/03/world/video/amanpour-dmytro-kuleba-ukraine-poltava,Kuleba speaks to CNN day before tendering resignation,"A day before he tendered his resignation as Ukraine’s foreign minister, Dmytro Kuleba told CNN’s Christiane Amanpour that Russia’s deadly attack on the city of Poltava shows Ukraine’s need for air defense systems.","Sep 4, 2024",2024-10-13 13:35:14.878622,Ukraine War,Ben Kirby,Ukraine,
83,CNN,https://www.cnn.com/2024/09/03/world/video/ukraine-russia-war-dmytro-kuleba-amanpour,Every delay means death: Ukraine's top diplomat calls for more air defense systems after Russia strikes,Ukrainian Foreign Minister Dmytro Kuleba talks to Christiane Amanpour in Kyiv and they discuss the latest Russian strikes in Ukraine as well as Kyiv’s push into Kursk.,"Sep 3, 2024",2024-10-13 13:35:14.878622,Ukraine War,Henry Hullah,Ukraine,
84,CNN,https://www.cnn.com/2024/09/03/world/video/amanpour-dmytro-kuleba-ukraine-mongolia,"'Mongolia decided to blatantly violate its obligations' by receiving Putin, says Ukrainian Foreign Minister",Ukraine’s Foreign Minister Dmytro Kuleba tells Christiane Amanpour that Ukraine “sent a very clear message” to ICC signatory Mongolia ahead of President Putin’s visit.,"Sep 3, 2024",2024-10-13 13:35:14.878622,Ukraine War,Ben Kirby,Ukraine,
85,CNN,https://www.cnn.com/2024/09/03/world/video/russian-strike-facility-ukraine-pleitgen-digvid,Video shows aftermath of massive Russian strike,"A Russian strike against a military educational facility in Poltava, central Ukraine, has killed 41 people and injured more than 180 others, the country’s President Volodymyr Zelensky said on Tuesday. CNN’s Fred Pleitgen reports. ","Sep 4, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
86,CNN,https://www.cnn.com/2024/09/02/world/video/ukraine-incursion-russia-mines-drones-pleitgen-ebof-digvid,Putin admits 'tough time' after Ukraine conducts major attack in Russia,Senior international correspondent Frederik Pleitgen goes on the ground with Ukrainian soldiers to see how they continue to push back against Russian forces.,"Sep 3, 2024",2024-10-13 13:35:14.878622,Ukraine War,Frederik Pleitgen,Ukraine,
87,CNN,https://www.cnn.com/2024/09/02/world/video/ukraine-russia-unmanned-weapons-factory-amanpour-digvid,Ukrainians are racing to build unmanned war machines to counter Russian manpower,The Ukrainian military is racing to build a fleet of unmanned war machines as it looks to gain the upper hand against Russia. CNN’s Christiane Amanpour reports.,"Sep 3, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
89,CNN,https://www.cnn.com/2024/09/02/world/video/ukraine-russia-war-defense-alexander-kamyshin-amanpour,"'Embarrassing' to be able to make weapons but not have the funds, says Ukrainian minister",Christiane Amanpour speaks to Ukraine’s Minister of Strategic Industries in Kyiv and they discuss how new domestically-manufactured weaponry will be key to any victory over Russia.,"Sep 2, 2024",2024-10-13 13:35:14.878622,Ukraine War,Henry Hullah,Ukraine,
90,CNN,https://www.cnn.com/2024/09/02/world/video/ukraine-russia-strikes-ldn-digvid,Russian strikes hit multiple cities in Ukraine as children return to school,"Multiple Ukrainian cities were targeted in Russian attacks September 1 and 2, as the Ukrainian school year starts again nationwide.","Sep 2, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
94,CNN,https://www.cnn.com/2024/08/30/world/video/ukraine-russia-incursion-us-weapons-pleitgen-ebof-digvid,Never-before-seen video of Ukraine’s incursion into Russia,"CNN senior international correspondent Frederik Pleitgen reports on Ukraine’s tactics, including their incursion into Russia, to continue to place pressure on Moscow.","Aug 31, 2024",2024-10-13 13:35:14.878622,Ukraine War,Frederik Pleitgen,Ukraine,
96,CNN,https://www.cnn.com/2024/08/30/world/video/moonfish-fighter-jet-crash-ukraine-russia-war-ldn-digvid,Ukrainian star pilot killed in country's first loss of US-made F-16 jet,"Ukrainian star pilot Oleksiy Mes, known as “Moonfish,” was killed when a US-made F-16 fighter jet crashed while “repelling the biggest ever aerial attack” by Russia against Ukraine. The Ukrainian Defense Forces do not believe a pilot error was ...","Aug 30, 2024",2024-10-13 13:35:14.878622,Ukraine War,Frederik Pleitgen,Ukraine,
98,CNN,https://www.cnn.com/2024/08/29/world/video/ukraine-f16-crashes-npw-nr-intl-digvid,Ukraine says US-made F-16 fighter jet crashed. Here's what we know,"A top Ukrainian pilot was killed when a US-made F-16 fighter jet crashed, just weeks after the long-awaited planes arrived in the country, a Ukrainian military source told CNN. The Ukrainian Defence Forces do not believe pilot error was ...","Aug 29, 2024",2024-10-13 13:35:14.878622,Ukraine War,Nick Paton Walsh,Ukraine,
104,CNN,https://www.cnn.com/2024/08/27/world/video/ukraine-families-evacuate-russian-war-pokrovsk-digvid,Hear from families near Ukraine's frontline struggling with evacuations,"CNN speaks to a mother and young child in Pokrovsk, a town just miles from Ukraine’s frontline battle, about the hardships they face as people are urged to flee for their safety.","Aug 27, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
106,CNN,https://www.cnn.com/2024/08/26/tv/video/amanpour-dara-massicot,"Kyiv's incursion into Kursk 'shows that Ukraine understands the Russians,' says defense expert","Christiane Amanpour speaks to Dara Massicot, senior fellow in the Russia and Eurasia Program at the Carnegie Endowment for International Peace, about the state of the battlefield in Ukraine and Russia.","Aug 27, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
107,CNN,https://www.cnn.com/2024/08/26/world/video/russia-missile-attack-kyiv-ukraine-ldn-digvid,Hear from Kyiv residents sheltering underground amid Russian strikes,"Deadly missile strikes from Russia into Ukraine overnight killed at least four people. The strikes, which targeted Ukrainian energy infrastructure and various regions of the country including Kyiv and Odesa, have caused people to seek safety in ...","Aug 26, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
110,CNN,https://www.cnn.com/2024/08/25/world/video/putin-ukraine-kursk-incursion-dozier-nr-digvid,Expert has theory why Putin hasn’t responded to Ukraine’s attack on Russian city,CNN global affairs analyst Kimberly Dozier says Russian President Vladimir Putin’s muted response to Ukraine’s incursion that is threatening the Russian city of Kursk has made her curious.,"Aug 26, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
111,CNN,https://www.cnn.com/2024/08/25/world/video/gps0825-ukraine-incursion-into-kursk,On GPS: Ukraine’s two raging battlefronts,"Bianna Golodryga talks with Michael Kofman of the Carnegie Endowment for International Peace about what Ukraine hopes to achieve from its surprise incursion into Russia’s Kursk region, as it also fends off a Russian assault to its ...","Aug 25, 2024",2024-10-13 13:35:14.878622,Ukraine War,Bianna Golodryga,Ukraine,
118,CNN,https://www.cnn.com/2024/08/22/world/video/russia-ukraine-forces-advance-evacuation-digvid,‘Shrapnel was flying everywhere’: Ukrainians flee shattered city as Russians close in,"Residents of eastern city of Pokrovsk, Ukraine, find themselves in a desperate race to evacuate as Russian forces advance.","Aug 23, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
120,CNN,https://www.cnn.com/2024/08/22/world/video/russia-ukraine-drone-attacks-abdelaziz-nr-intl-digvid,Video shows aftermath of Ukraine's latest attacks inside Russia,"Russian officials say Ukraine launched another cross-border drone attack. In response, Ukrainian officials in and around Pokrovsk are urging residents to flee as Russian forces advance. CNN’s Salma Abdelaziz.","Aug 22, 2024",2024-10-13 13:35:14.878622,Ukraine War,Salma Abdelaziz,Ukraine,
129,CNN,https://www.cnn.com/2024/08/18/world/video/bridge-explosion-ukraine-russia-taylor-nr-digvid,Dramatic video shows Ukrainian troops blowing up bridge in Kursk region,Former US Ambassador to Ukraine William Taylor reacts to Ukrainian troops blowing up a second bridge in the Kursk Russian territory.,"Aug 19, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
130,CNN,https://www.cnn.com/2024/08/17/world/video/russia-supply-bridge-blast-video-ukraine-strike-hertling-digvid,New video shows Ukraine striking deep inside Russia,Lt. General Mark Hertling (Ret.) weighs in on new video showing Ukraine striking deep inside Russia and the resulting annihilation of a key supply bridge in Russia.,"Aug 18, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
131,CNN,https://www.cnn.com/2024/08/18/world/video/on-gps-what-putin-is-really-after,On GPS: What Putin is really after,Fareed speaks with Russian journalist and author Mikhail Zygar about how Kyiv’s Kursk offensive may shape the course of the war — and what Russian President Vladimir Putin really wants by invading Ukraine.,"Aug 18, 2024",2024-10-13 13:35:14.878622,Ukraine War,Fareed Zakaria,Ukraine,
132,CNN,https://www.cnn.com/2024/08/18/world/video/gps-0818-ukrainian-strategy-in-kursk,On GPS: Russia will face ‘more surprises’ from Ukraine,Former Ukrainian Defense Minister Andriy Zagorodnyuk tells Fareed that Ukraine’s surprise incursion into Russia reflects a strategy of asymmetric warfare.,"Aug 18, 2024",2024-10-13 13:35:14.878622,Ukraine War,Fareed Zakaria,Ukraine,
137,CNN,https://www.cnn.com/2024/08/16/world/video/ukraine-occupied-town-russia-npw-digvid,CNN gains access to Ukrainian-held Russian town,"CNN Chief International Security Correspondent Nick Paton Walsh gains access inside the Russian town of Sudzha, a city that Ukrainian President Zelensly says his forces now occupy. CNN was accompanied by the Ukrainian military who ...","Aug 17, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
138,CNN,https://www.cnn.com/2024/08/16/world/video/npw-russia-ukraine-sudzha-digvid,Nick Paton Walsh takes ‘very surreal’ journey through Ukrainian-held Russian town,"Chief International Security Correspondent Nick Paton Walsh gained some of the first access to a Ukrainian-held Russian town Friday, to witness their control over the town of Sudzha and the intensity of the fight. CNN was accompanied by the ...","Aug 16, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
142,CNN,https://www.cnn.com/2024/08/15/world/video/ukraine-russia-border-nick-paton-walsh-digvid,‘Completely undefended’: Nick Paton Walsh reports from Russian border point,CNN Chief International Security Correspondent Nick Paton Walsh reports from Russia and Ukraine’s border as Ukraine’s forces advance farther into Russia following their surprise incursion.,"Aug 16, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
143,CNN,https://www.cnn.com/2024/08/15/world/video/russia-ukraine-latest-pleitgen-digvid,See the latest footage from Russia as Ukraine advances,CNN’s Fred Pleitgen reports as Ukraine’s forces advance farther into Russia following their surprise incursion last week.,"Aug 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
146,CNN,https://www.cnn.com/2024/08/14/world/video/russia-ukraine-advances-war-ebof-digvid,"Russia offers $1,600-$4,000 for trench-digging jobs as Ukraine forces advance","Ukraine is pushing farther into Russia’s Kursk region after claiming hundreds of square miles of territory. CNN has uncovered online job vacancies for trench diggers in Russia’s Kursk region, as satellite imagery shows a new trench ...","Aug 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
147,CNN,https://www.cnn.com/world/live-news/ukraine-russia-war-kursk-incursion-08-14-24/index.html,"Ukraine advances farther into Russia as Kursk attack enters second week, Zelensky says","Ukraine is pushing farther into Russia’s Kursk region after claiming hundreds of square miles of territory in a surprise cross-border attack that began last week, Ukraine’s President Volodymyr Zelensky says. Another Russian border region, ...","Aug 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Antoinette Radford,Ukraine,
148,CNN,https://www.cnn.com/2024/08/15/world/video/ron-davis-alvarez-dream-orchestra-refugees-cnnheroes,They fled Ukraine for a better life. Watch how this man and his orchestra changed everything for them,"Go inside the Dream Orchestra, a group of more than 300 people speaking 20 languages and united by music. It was founded by CNN Hero Ron Davis Alvarez.","Aug 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
149,CNN,https://www.cnn.com/2024/08/14/world/video/kursk-incursion-ukraine-russia-ldn-digvid,Maps show where Ukrainian forces have entered Russia,Maps and geolocated videos show how Ukrainian troops have advanced into Russia’s Kursk region over the past week. CNN’s Nathan Hodge explains what’s behind this new offensive.,"Aug 14, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
151,CNN,https://www.cnn.com/2024/08/14/world/video/ukraine-russia-war-soldiers-blindfolded-afp-digvid,Ukrainian truck seen transporting apparent Russian soldiers blindfolded,New footage captured by AFP reveals a Ukrainian truck transporting blindfolded individuals believed to be Russian soldiers. CNN’s Clare Sebastian reports.,"Aug 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
152,CNN,https://www.cnn.com/2024/08/13/world/video/russian-attack-air-ukrainian-forces-pleitgen-pkg-ebof-digvid,Video shows Russian attack gunship firing at Ukrainian forces from the air,CNN’s Fred Pleitgen reports on new video showing Russian attack gunship firing at Ukrainian forces from the air and what the Kremlin may be trying to show with this footage.,"Aug 14, 2024",2024-10-13 13:35:14.878622,Ukraine War,Frederik Pleitgen,Ukraine,
156,CNN,https://www.cnn.com/2024/08/12/world/video/vladimir-kara-murza-putin-russia-ebof-digvid,Freed Putin critic describes life in harsh Russian prisons,"Vladimir Kara-Murza, a Russian opposition politician freed in the massive prisoner swap with Russia, tells CNN’s Erin Burnett about the brutal conditions of living in solitary confinement at a Russian prison.","Aug 13, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
157,CNN,https://www.cnn.com/2024/08/12/world/video/ukraine-russia-incursion-leighton-putin-nr-digvid,Hear why retired colonel says this Ukraine incursion is 'taking its toll on Putin',Retired Col. Cedric Leighton joins CNN’s Brianna Keilar to discuss Ukrainian troops that are now in control of dozens of Russian villages and large swathes of land a week into Kyiv’s surprise cross-border incursion.,"Aug 13, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
158,CNN,https://www.cnn.com/2024/08/12/tv/video/amanpour-john-sullivan-russia-ukraine-kursk-trump,Ukrainians found a weak spot: Former US Ambassador on Kyiv’s push into Russia,"John Sullivan, former US Ambassador to Russia, talks to Christiane Amanpour about the surprise Ukrainian incursion into Russian territory, and his time working under Donald Trump.","Aug 12, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
